date,open,high,low,close,volume,_id,moving_avg_3,moving_avg_6,moving_avg_12,rolling_mean,rolling_std,upper_band,lower_band,monthly_return,ema12,ema26,macd,signal_line
2000-11-30,92.0,103.0,89.19,100.0,69216000,6789ebc7667ae4167c1927af,95.35666666666667,95.49833333333333,88.87916666666666,95.35666666666667,4.121824029884518,103.6003147264357,87.11301860689764,8.542277216976025,92.07043139322113,91.47262060859767,0.5978107846234622,-0.6885089112129308
2000-12-29,99.25,105.9,95.25,105.1,69949800,6789ebc7667ae4167c1927ae,99.07666666666667,96.03166666666668,89.86666666666667,99.07666666666667,6.5341130487108705,112.14489276408841,86.00844056924493,5.099999999999993,94.07498040964865,92.48205611907191,1.5929242905767325,-0.23222227085499814
2001-01-31,104.0,104.7,90.38,93.13,84223300,6789ebc7667ae4167c1927ad,99.41000000000001,96.04333333333334,90.45583333333333,99.41000000000001,6.00677117926098,111.42354235852197,87.39645764147805,-11.389153187440538,93.92959880816423,92.53005196210361,1.3995468460606162,0.09413155252812472
2001-02-28,93.13,98.25,93.13,97.33,58485900,6789ebc7667ae4167c1927ac,98.52,96.93833333333333,92.56666666666666,98.52,6.073079943488334,110.66615988697666,86.37384011302333,4.5098249758402265,94.45273745306204,92.88560366861446,1.5671337844475772,0.38873199891201526
2001-03-30,97.8,99.85,80.5,87.47,147648000,6789ebc7667ae4167c1927ab,92.64333333333332,95.86,94.00166666666667,92.64333333333332,4.947982753944595,102.5392988412225,82.74736782544413,-10.13048392068221,93.37847015259095,92.4844478413097,0.8940223112812475,0.48979006138586173
2001-04-30,87.5,96.7,85.19,96.48,104800400,6789ebc7667ae4167c1927aa,93.75999999999999,96.585,95.16666666666667,93.75999999999999,5.463853951195982,104.68770790239195,82.83229209760803,10.30067451697725,93.85562859065388,92.78041466787936,1.0752139227745232,0.6068748336635941
2001-05-31,96.6,102.0,95.82,96.95,92320700,6789ebc7667ae4167c1927a9,93.63333333333333,96.07666666666667,95.78750000000001,93.63333333333333,5.3427739361995545,104.31888120573244,82.94778546093421,0.48714759535655183,94.33168573055329,93.08927284062904,1.2424128899242532,0.733982444915726
2001-06-29,96.96,103.5,49.13,49.96,150360550,6789ebc7667ae4167c1927a8,81.13000000000001,86.88666666666667,91.45916666666666,81.13000000000001,26.99503472863109,135.1200694572622,27.13993054273783,-48.468282619907164,87.50527254123739,89.89451188947133,-2.389239348233943,0.10933808628579222
2001-07-31,50.1,54.98,50.0,54.1,164167000,6789ebc7667ae4167c1927a7,67.00333333333334,80.38166666666667,88.21249999999999,67.00333333333334,26.017052741102912,119.03743881553916,14.96922785112752,8.28662930344275,82.36599984258548,87.24306656432532,-4.877066721739837,-0.8879428753193337
2001-08-31,54.1,57.6,52.3,52.71,163136000,6789ebc7667ae4167c1927a6,52.25666666666667,72.94500000000001,84.94166666666666,52.25666666666667,2.1069013582341793,56.470469383135026,48.04286395019831,-2.5693160813308746,77.80353832834157,84.68506163363456,-6.881523305292987,-2.0866589613140643
2001-09-28,55.75,57.16,50.2,55.4,176432200,6789ebc7667ae4167c1927a5,54.06999999999999,67.60000000000001,81.73,54.06999999999999,1.345250905963602,56.7605018119272,51.37949818807279,5.103395940049316,74.35684012398134,82.5157978089209,-8.158957684939551,-3.301118706039162
2001-10-31,55.4,59.66,53.05,57.91,181677000,6789ebc7667ae4167c1927a4,55.339999999999996,61.17166666666666,78.87833333333334,55.339999999999996,2.6005191789325464,60.54103835786509,50.1389616421349,4.530685920577615,71.82655702798421,80.69314611937119,-8.866589091386984,-4.414212783108727
2001-11-30,57.58,60.97,57.51,58.25,144831900,6789ebc7667ae4167c1927a3,57.18666666666667,54.721666666666664,75.39916666666667,57.18666666666667,1.5566095635481372,60.29988579376294,54.073447539570395,0.5871179416335748,69.73785594675587,79.03069085126961,-9.29283490451374,-5.38993720738973
2001-12-31,58.74,60.18,55.42,59.1,169195500,6789ebc7667ae4167c1927a2,58.419999999999995,56.245000000000005,71.56583333333333,58.419999999999995,0.6129437168258719,59.64588743365174,57.19411256634825,1.4592274678111528,68.10126272417804,77.5543433808052,-9.45308065662715,-6.202565897237214
