date,open,high,low,close,volume,_id,moving_avg_3,moving_avg_6,moving_avg_12,rolling_mean,rolling_std,upper_band,lower_band,monthly_return,ema12,ema26,macd,signal_line
2000-11-30,80.31,84.13,60.5,62.98,936207600.0,67edbb740a5a0a228bc1c4d4,77.81,86.38499999999999,115.14666666666666,77.81,13.318119236588926,104.44623847317786,51.17376152682215,-22.913096695226443,108.16320818822834,136.32475030860692,-28.161542120378584,-19.6122479842171
2000-12-29,64.06,74.78,54.25,58.38,1087788500.0,67edbb740a5a0a228bc1c4d3,67.68666666666667,80.54166666666667,104.77833333333335,67.68666666666667,12.351928324489798,92.39052331564626,42.98281001768707,-7.303906001905358,100.50425308234706,130.55106510056197,-30.046812018214908,-21.69916079101666
2001-01-31,58.56,69.13,52.16,64.3,1197806700.0,67edbb740a5a0a228bc1c4d2,61.88666666666666,76.35166666666666,95.18666666666667,61.88666666666666,3.1077537439979577,68.10217415466258,55.67115917867075,10.140459061322371,94.93436799275521,125.64357879681664,-30.709210804061428,-23.50117079362561
2001-02-28,64.55,65.61,46.86,47.45,1215871200.0,67edbb740a5a0a228bc1c4d1,56.71,67.26,81.34916666666666,56.71,8.548233735690662,73.80646747138132,39.61353252861868,-26.205287713841365,87.6290806092544,119.8514618489043,-32.22238123964989,-25.245412882830472
2001-03-30,46.97,50.66,38.0,39.15,1724918800.0,67edbb740a5a0a228bc1c4d0,50.300000000000004,58.99333333333334,75.48666666666666,50.300000000000004,12.814932695882563,75.92986539176513,24.67013460823488,-17.492096944151747,80.17076051552296,113.8735757860225,-33.70281527049954,-26.936893360364287
2001-04-30,39.17,51.0,33.6,46.15,1643682200.0,67edbb740a5a0a228bc1c4cf,44.25,53.06833333333333,71.43666666666667,44.25,4.464302857109933,53.17860571421987,35.32139428578013,17.879948914431676,74.93679735928865,108.85701461668751,-33.92021725739886,-28.333558139771203
2001-05-31,46.2,51.95,44.06,44.73,1394690300.0,67edbb740a5a0a228bc1c4ce,43.343333333333334,50.026666666666664,68.20583333333333,43.343333333333334,3.700288277058049,50.74390988744943,35.942756779217234,-3.076923076923077,70.28959776555193,104.10686538582176,-33.81726762026983,-29.43030003587093
2001-06-29,45.55,49.49,40.15,45.7,1363050300.0,67edbb740a5a0a228bc1c4cd,45.526666666666664,47.913333333333334,64.2275,45.526666666666664,0.72569506911183,46.97805680489032,44.075276528443005,2.168566957299367,66.5065827246978,99.78043091279793,-33.27384818810013,-30.199009666316773
2001-07-31,45.7,46.48,39.31,41.76,1198392500.0,67edbb740a5a0a228bc1c4cc,44.06333333333333,44.156666666666666,60.25416666666666,44.06333333333333,2.05285979388102,48.16905292109537,39.957613745571294,-8.621444201312922,62.699416151667364,95.48262121555364,-32.78320506388627,-30.715848745830677
2001-08-31,42.7,44.0,35.75,36.17,1313411700.0,67edbb740a5a0a228bc1c4cb,41.21,42.276666666666664,54.76833333333334,41.21,4.788747226571882,50.787494453143765,31.632505546856237,-13.386015325670487,58.617967512949306,91.08909371810522,-32.47112620515591,-31.066904237695724
2001-09-28,36.45,37.5,27.2,28.98,1302116200.0,67edbb740a5a0a228bc1c4ca,35.63666666666667,40.58166666666666,49.787499999999994,35.63666666666667,6.4066710024265525,48.450008671519775,22.823324661813565,-19.878352225601326,54.0582802032648,86.48842010935668,-32.43013990609188,-31.33955137137496
2001-10-31,28.85,37.06,27.85,33.9,2160146800.0,67edbb740a5a0a228bc1c4c9,33.016666666666666,38.54,45.804166666666674,33.016666666666666,3.675490896918844,40.367648460504356,25.665684872828976,16.97722567287785,50.957006325839444,82.59298158273766,-31.63597525689822,-31.398836148479614
2001-11-30,34.44,40.97,33.78,39.65,1721098400.0,67edbb740a5a0a228bc1c4c8,34.17666666666667,37.693333333333335,43.86000000000001,34.17666666666667,5.3403776395806775,44.85742194582802,23.495911387505316,16.96165191740413,49.217466891094915,79.41201998401635,-30.19455309292144,-31.157979537367982
