date,open,high,low,close,volume,_id,moving_avg_3,moving_avg_6,moving_avg_12,rolling_mean,rolling_std,upper_band,lower_band,monthly_return,ema12,ema26,macd,signal_line
2000-11-30,44.31,50.81,43.0,45.56,60969200,67a9112f32af391a351519c4,43.43666666666667,40.43833333333333,36.87916666666667,43.43666666666667,2.956456211976327,49.34957909061932,37.52375424271401,1.9467442380845856,37.29556398641343,32.56876291167954,4.726801074733885,3.3026297860182128
2000-12-29,46.25,47.0,41.38,44.25,43535900,67a9112f32af391a351519c3,44.833333333333336,41.44833333333333,38.545833333333334,44.833333333333336,0.6666583332813157,46.16664999989597,43.500016666770705,-2.875329236172086,38.3654772192729,33.43403973303661,4.931437486236284,3.628391326061827
2001-01-31,43.92,50.06,40.38,49.94,50383600,67a9112f32af391a351519c2,46.583333333333336,43.52166666666667,40.04083333333333,46.583333333333336,2.979837803192215,52.543008939717765,40.623657726948906,12.858757062146896,40.146173031692456,34.65670345651538,5.4894695751770755,4.000606975884877
2001-02-28,49.38,51.31,46.25,47.63,40774700,67a9112f32af391a351519c1,47.27333333333333,45.355,41.0825,47.27333333333333,2.861718597859232,52.9967705290518,41.549896137614866,-4.625550660792943,41.29753102681669,35.61768838566239,5.679842641154302,4.336454108938762
2001-03-30,47.5,49.06,38.56,42.44,58850300,67a9112f32af391a351519c0,46.669999999999995,45.751666666666665,40.885,46.669999999999995,3.8410545427004896,54.352109085400976,38.987890914599014,-10.896493806424534,41.47329548422951,36.123044801539244,5.350250682690266,4.539213423689063
2001-04-30,42.56,43.56,18.5,19.35,74504600,67a9112f32af391a351519bf,36.473333333333336,41.52833333333333,39.97833333333333,36.473333333333336,15.054581805328677,66.58249694399069,6.364169722675982,-54.4062205466541,38.06971156357882,34.88059703846226,3.1891145251165582,4.269193643974562
2001-05-31,19.35,21.53,18.0,19.52,94233100,67a9112f32af391a351519be,27.103333333333328,37.18833333333333,38.81333333333333,27.103333333333328,13.28221492573182,53.66776318479697,0.5389034818696885,0.8785529715762186,35.2159097845667,33.74277503561321,1.4731347489534912,3.709981864970348
2001-06-29,20.01,23.31,18.93,23.0,73768600,67a9112f32af391a351519bd,20.62333333333333,33.64666666666667,37.5475,20.62333333333333,2.0600080905989335,24.743349514531197,16.503317152135466,17.827868852459016,33.336539048479516,32.947013921864084,0.3895251266154318,3.045890517299365
2001-07-31,22.49,22.9,17.9,18.04,94129600,67a9112f32af391a351519bc,20.186666666666664,28.33,35.92583333333334,20.186666666666664,2.546317602604409,25.279301871875482,15.094031461457845,-21.565217391304348,30.983225348713436,31.84279066839267,-0.8595653196792341,2.2647993499036456
2001-08-31,18.13,19.09,16.8,16.87,87104800,67a9112f32af391a351519bb,19.30333333333333,23.203333333333333,34.27916666666667,19.30333333333333,3.2544175106050934,25.812168354543516,12.794498312123144,-6.485587583148544,28.811959910449833,30.733695063326547,-1.921735152876714,1.4274924493475738
2001-09-28,16.86,17.32,13.46,14.94,84833700,67a9112f32af391a351519ba,16.616666666666664,18.62,32.185833333333335,16.616666666666664,1.5654498820891856,19.747566430845033,13.485766902488292,-11.440426793123892,26.677812231919088,29.56379172530236,-2.885979493383271,0.5647980608014048
2001-10-31,14.8,17.95,14.16,17.12,97201500,67a9112f32af391a351519b9,16.31,18.248333333333335,29.888333333333332,16.31,1.1930213744940672,18.696042748988134,13.923957251011863,14.591700133868812,25.207379580854614,28.642029375279964,-3.4346497944253507,-0.23509151024394626
2001-11-30,17.15,19.55,16.68,17.72,94309900,67a9112f32af391a351519b8,16.59333333333333,17.948333333333334,27.56833333333333,16.59333333333333,1.4629194555179874,19.519172244369305,13.667494422297356,3.504672897196248,24.055475029953904,27.832990162296266,-3.777515132342362,-0.9435762346636295
2001-12-31,18.91,19.97,17.6,19.05,70911800,67a9112f32af391a351519b7,17.96333333333333,17.29,25.468333333333334,17.96333333333333,0.9877415316432943,19.93881639661992,15.987850270046742,7.505643340857793,23.285401948422532,27.18239829842247,-3.896996349999938,-1.5342602577308913
2002-01-31,19.11,23.88,19.0,23.77,105308800,67a9112f32af391a351519b6,20.179999999999996,18.245,23.287499999999998,20.179999999999996,3.17935528055606,26.538710561112115,13.821289438887877,24.776902887139094,23.359955494819065,26.92962805409488,-3.5696725592758156,-1.9413427180398763
