date,open,high,low,close,volume,_id,moving_avg_3,moving_avg_6,moving_avg_12,rolling_mean,rolling_std,upper_band,lower_band,monthly_return,ema12,ema26,macd,signal_line
2000-11-30,47.56,51.38,38.0,39.94,140647400.0,6789ebd6667ae4167c1928de,46.79333333333333,47.39000000000001,48.82083333333333,46.79333333333333,6.315990289205119,59.425313911743565,34.161352754923094,-16.895547232625894,48.32813972208507,49.17597216316601,-0.8478324410809392,-0.2539615606097001
2000-12-29,40.0,47.25,36.31,45.88,145382400.0,6789ebd6667ae4167c1928dd,44.626666666666665,47.870000000000005,48.46166666666667,44.626666666666665,4.2025865051576705,53.031839676982,36.22149365635133,14.87230846269405,47.951502841764295,48.93182607700557,-0.9803232352412721,-0.3992338955360145
2001-01-31,45.31,55.94,45.0,53.82,147946100.0,6789ebd6667ae4167c1928dc,46.54666666666666,48.943333333333335,48.91,46.54666666666666,6.963973961276231,60.47461458921912,32.6187187441142,17.306015693112453,48.85434855841594,49.29391303426441,-0.4395644758484707,-0.40730001159850576
2001-02-28,53.9,54.95,45.65,50.7,107573400.0,6789ebd6667ae4167c1928db,50.13333333333333,48.46333333333333,49.30166666666667,50.13333333333333,4.000216660798929,58.13376665493119,42.13290001173547,-5.797101449275354,49.138294934044254,49.3980676243189,-0.25977269027464445,-0.3777945473337335
2001-03-30,48.85,54.76,47.55,54.75,156213800.0,6789ebd6667ae4167c1928da,53.09,48.85833333333333,49.49416666666667,53.09,2.121391053059295,57.33278210611859,48.847217893881414,7.988165680473358,50.00163417496053,49.79450705955454,0.2071271154059886,-0.2608102147857891
2001-04-30,54.45,57.49,48.65,56.0,132128800.0,6789ebd6667ae4167c1928d9,53.81666666666666,50.18166666666667,50.07750000000001,53.81666666666666,2.770529431955807,59.35772553057828,48.27560780275505,2.2831050228310446,50.92445968650506,50.25417320329124,0.6702864832138218,-0.0745908751858669
2001-05-31,55.75,60.0,53.45,59.25,113556800.0,6789ebd6667ae4167c1928d8,56.666666666666664,53.4,50.395,56.666666666666664,2.3228933107944094,61.31245328825548,52.020880045077845,5.803571428571419,52.205312042427366,50.92053074378818,1.2847812986391887,0.19728355957914423
2001-06-29,59.5,62.18,57.14,60.03,120964500.0,6789ebd6667ae4167c1928d7,58.42666666666667,55.75833333333333,51.814166666666665,58.42666666666667,2.1374361588906963,62.701538984448064,54.151794348885275,1.3164556962025342,53.40911018974624,51.59530624424831,1.8138039454979236,0.5205876367629001
2001-07-31,60.03,64.7,55.19,63.62,111274100.0,6789ebd6667ae4167c1928d6,60.96666666666667,57.39166666666667,53.1675,60.96666666666667,2.3307151978166263,65.62809706229991,56.305236271033415,5.980343161752444,54.98001631440066,52.48602430022992,2.493992014170736,0.9152685122444673
2001-08-31,63.73,65.54,59.76,61.5,104778600.0,6789ebd6667ae4167c1928d5,61.71666666666667,59.19166666666666,53.82749999999999,61.71666666666667,1.804780688430977,65.32622804352862,58.107105289804714,-3.3322854448286643,55.98309072756979,53.1537262039166,2.82936452365319,1.2980877145262117
2001-09-28,60.75,62.79,50.25,58.4,139757300.0,6789ebd6667ae4167c1928d4,61.173333333333325,59.79999999999999,54.32916666666666,61.173333333333325,2.6252872858667096,66.42390790506674,55.92275876159991,-5.040650406504065,56.35492292332829,53.54233907770056,2.812583845627728,1.6009869407465152
2001-10-31,58.45,61.36,52.1,58.99,166216200.0,6789ebd6667ae4167c1928d3,59.629999999999995,60.298333333333325,55.24,59.629999999999995,1.6461166422827,62.922233284565394,56.3377667154346,1.0102739726027377,56.760319396662396,53.94586951638941,2.8144498802729885,1.8436795286518097
2001-11-30,59.2,64.99,58.35,61.38,106868100.0,6789ebd6667ae4167c1928d2,59.589999999999996,60.65333333333333,57.026666666666664,59.589999999999996,1.5780050697003718,62.74601013940074,56.433989860599254,4.051534158331926,57.471039489483566,54.49654584850871,2.974493640974856,2.069842351116419
2001-12-31,61.0,64.16,60.4,62.95,85009600.0,6789ebd6667ae4167c1928d1,61.10666666666666,61.14000000000001,58.44916666666666,61.10666666666666,1.9940996297410527,65.09486592614877,57.11846740718455,2.557836428804161,58.31395649110148,55.12272763750806,3.1912288535934152,2.294119651611818
2002-01-31,62.31,64.34,59.07,63.03,130213200.0,6789ebd6667ae4167c1928d0,62.45333333333334,61.041666666666664,59.21666666666667,62.45333333333334,0.9303941816957984,64.31412169672494,60.59254496994174,0.1270849880857794,59.03950164631664,55.70845151621117,3.331050130105467,2.501505747310548
2002-02-28,62.55,64.74,57.51,63.95,128095400.0,6789ebd6667ae4167c1928cf,63.31,61.449999999999996,60.32083333333333,63.31,0.555697759578036,64.42139551915608,62.19860448084393,1.4596224020307913,59.79496293149869,56.318936589084416,3.476026342414272,2.696409866331293
2002-03-28,64.05,69.61,64.05,68.02,121852700.0,6789ebd6667ae4167c1928ce,65.0,63.05333333333334,61.42666666666667,65.0,2.6555413760662847,70.31108275213256,59.68891724786743,6.3643471462079715,61.06035324972966,57.18568202693001,3.8746712227996483,2.932062137624964
2002-04-30,67.05,73.0,66.85,72.48,133981000.0,6789ebd6667ae4167c1928cd,68.14999999999999,65.30166666666666,62.800000000000004,68.14999999999999,4.266485673244436,76.68297134648887,59.61702865351112,6.556895030873289,62.81722198054048,58.31859446937964,4.498627511160841,3.2453752123321395
2002-05-31,72.04,77.09,71.52,75.81,118270700.0,6789ebd6667ae4167c1928cc,72.10333333333334,67.70666666666666,64.17999999999999,72.10333333333334,3.9086357381231305,79.9206048095796,64.28606185708708,4.594370860927155,64.81611090661117,59.61425413831448,5.201856768296693,3.6366715235250506
